x,y
0.5774205972636572,0.2187273374528368
0.5280425765167198,0.09014993331283722
-0.2968524175109727,0.05806390140023995
0.988047389956348,0.373655320603139
1.0406183003368192,0.10587042914785903
-0.002804442930426587,0.00610507027176034
0.32234785891047646,0.19831165284553434
-0.8523540870850601,0.1303198583644819
0.5748244040453492,0.10721805715523323
-0.6707606869175008,0.23114320615493364
0.7833262735142343,0.008512452571737005
1.0662106973988585,0.6550794137137617
-0.7849710548099045,0.1451837486337843
0.5799846679946787,0.1321613066318595
0.5078098446907771,0.5721916899468286
-0.04004665235791305,0.11974910242650456
-0.454932560394805,0.034631374904381194
0.6030811732174193,0.08228318201382187
0.07859497274503124,0.12813853205084558
0.2874076345036738,0.25542868880170816
0.3033626828817606,0.49057100352914657
-0.9208697157266055,0.23780135458370957
-0.22245098484659942,0.11606915165459812
0.5720525789327908,0.12796520802288364
0.7012650654814312,0.07229581579642484
-0.5446835752810921,0.11308876918451617
0.17024577717401201,0.022950225152601686
1.0030465257860537,0.5530038473680439
0.27650997519675546,0.3108494362229649
0.31091409388328706,0.24145830892447293
0.3316272826048374,0.26802213453091056
1.0871381673152296,0.7290961362619413
1.0366411350187419,0.17101483286160324
-0.8150817702586737,0.07399716228685947
0.5401187467973623,0.12006093982446946
-0.7764771113681608,0.16193202362976672
0.2426207481704752,0.3592625318517214
0.2906132973944455,0.03841756356784624
0.9233120752868644,0.18218054908519737
-0.5401838913795328,0.05654648997041057
-0.16801150879576554,0.20193768443740634
0.49816336856257193,0.3044317964857934
0.2426016330526375,0.0885046318769322
0.6015901199135678,0.6313749205824785
0.971956894874624,0.6833096739967827
-0.30241112527953395,0.22944837564550644
1.1046871264595577,0.26084433052352807
1.0643919199600358,0.37825671961387575
0.6388939470852784,0.3057889314640962
0.13760158041869364,0.049950548589825935
0.8866439952980292,0.06466640684376994
1.0510850021488047,0.1261773363997278
0.2758556902090641,0.06563206165900284
0.33342880207829606,0.2886854950604175
0.9671784040948701,0.6667111472798817
0.805656957135992,0.33664295270286526
-0.2152666160789164,0.21617218752402528
1.0973736540450618,0.9209887752085845
-0.9166697168440083,0.19055481311037492
0.4639005223489736,0.04869800169270234
0.7717319418017563,0.32934531819536583
-0.8253994995320926,0.09289499317232053
1.0298518366662028,0.06109847371219903
-0.9035463566878088,0.05180754661770229
1.0093502601141067,0.22247395072946563
0.6681042916235085,0.24618197202046352
1.0709121064940081,0.043850808894709783
-0.7926508673089073,0.06755400593567562
0.1736765163332512,0.054422543429771666
-0.4884534045817943,0.07628421446369314
0.8723476828601351,0.2031034723861521
0.27158828936269175,0.446018009870474
0.8070577594142125,0.4210093737821757
0.9629556949852387,0.44772591030708325
0.9838027241338629,0.10404535277292275
0.8141838286127023,0.5406152023473235
-0.9614392036332758,0.21590089830903827
1.0286054884772335,0.5299093459777767
0.6078386878182909,0.017792315090214266
-0.33893590538741847,0.07250819185946623
1.0069166667965077,0.15699080795810652
0.3552276675111006,0.05507066379231905
-0.022520576225536826,0.33879014628313325
0.10469825705537072,0.2793131546806231
-0.25576056425483906,0.08689948439213364
0.21133561657729816,0.31300415223151884
1.0287307116421571,0.5155705181465647
-0.19934310754761697,0.1094599433672436
0.8995910688754831,0.07133356331590339
0.7279686257453564,0.4319828837619777
0.3741158141607095,0.2708932750572673
1.0039784099140108,0.28023152851320393
0.27968981308242014,0.2394567464331957
0.915853434889345,0.1942801255787564
1.0838639528027194,0.20386690211323277
0.5053165058051046,0.3702448224509739
-0.3089643189829595,0.20936535586726668
-0.28311054617196196,0.20926595991276398
0.056916075601501026,0.16713396201665923
0.5296488183245747,0.6052019768036964
0.15403120582264518,0.031940008138164395
0.6888783560002985,0.07961622982190307
1.0517845227715172,0.5857612498413876
0.8425571689028155,0.009750183102008854
0.11309826634715514,0.05300115009502347
-0.14185952712957128,0.004504895496607125
0.40732886710364613,0.30867743594673447
0.1436148888420159,0.4115606007002622
-0.10367379393813947,0.28505425943825596
-0.6952966562111655,0.09882280700990694
0.8748932322311174,0.5640903709315629
-0.8923870653737238,0.1135243723048208
0.4079728241603824,0.14433405959176523
0.36152252121740425,0.12097116527883844
-0.07290739748697983,0.0033355248849441617
0.32883042689934694,0.1910094253320257
0.3359452788269799,0.22093423232152312
-0.40846855095432455,0.1545657835496838
0.6208159392142316,0.037172091303795805
0.4074678340855311,0.5315577420737091
0.6821775485096435,0.6712305504677396
1.0640648970966535,0.4035900581337282
0.5077656136452235,0.11483169830198933
0.7787280598044952,0.23041476794818655
0.7515659973004856,0.025397867490006137
0.34366690530172095,0.26156831657797897
-0.93428697156885,0.04839931758482692
0.9602321437486412,0.46794755978388225
0.8078865023984214,0.35876055173722776
0.6401871946211208,0.22853759957624262
0.3488462744616101,0.19392537691303322
0.9788597668291426,0.6805254535947977
1.072295669362493,0.41703698964108216
0.9968659965179336,0.024359786915540457
0.7355016647825996,0.3488301216932406
-0.7273169764015974,0.22064166667316606
-0.7078771468192737,0.011109042096893791
0.9005430732614943,0.4782580946640661
0.6961392647641504,0.33795795179210736
0.7246231142225137,0.382996915116135
0.6904882495725304,0.007314251663105496
0.9938096717508902,0.253705144003347
1.1047767322449773,0.6369417521832409
1.0594552347035893,0.072784022080694
-0.14640609041332975,0.10825323359252988
0.6976327670797322,0.49245169183712323
0.9751459496768256,0.7791029049752763
0.5368043352046608,0.5002555265785085
0.26955534772452117,0.26252159415619136
-0.5001095777149052,0.1229467552801558
0.5245469275291246,0.5035860594609576
-0.06672599458770334,0.1333251456453051
-0.8150000155443726,0.168971146893149
0.23693121595928668,0.09563340500804184
-0.954714241793595,0.23187522295200833
-0.7523387693274927,0.22885395458331897
0.691194227162772,0.32544929401318473
-0.24370052388855945,0.0496341003497754
0.1628136170214325,0.29465950380468275
-0.999283885970556,0.03336099425368152
0.4973856637484404,0.17142679336665945
0.31942874962999435,0.14115921297212342
0.10805833916049723,0.3126341347851235
0.472324285240149,0.36204160541472585
0.44381782253951707,0.35438233816914533
0.8454237134441702,0.2587525619154199
