x,y,accept
0.5538021036087744,0.9887051136342894,False
0.5774205972636572,0.2187273374528368,True
0.366798218345908,0.9914982910964774,False
0.5395956800392148,0.7183960354911484,False
-0.832632886442187,0.8307696327068208,False
0.5280425765167198,0.09014993331283722,True
-0.7288538789881294,0.3021249073729924,False
-0.2968524175109727,0.05806390140023995,True
0.988047389956348,0.373655320603139,True
0.05112476741396832,0.986857941022612,False
1.0406183003368192,0.10587042914785903,True
-0.8305951625712491,0.5655639397476329,False
-0.002804442930426587,0.00610507027176034,True
-0.8870830578102655,0.7167269004961712,False
0.32234785891047646,0.19831165284553434,True
-0.8523540870850601,0.1303198583644819,True
-0.6464665805889964,0.3389302035690839,False
-0.46869143955243264,0.775419551820491,False
0.5748244040453492,0.10721805715523323,True
-0.6707606869175008,0.23114320615493364,True
0.7833262735142343,0.008512452571737005,True
-0.7390446102903943,0.9739100863789346,False
-0.944929323480567,0.5955057017906609,False
-0.1785532575946076,0.7239846723376385,False
1.0662106973988585,0.6550794137137617,True
-0.7849710548099045,0.1451837486337843,True
-0.8033397141955901,0.5983158971384307,False
0.5799846679946787,0.1321613066318595,True
-0.355095591793706,0.4035132509737508,False
0.5078098446907771,0.5721916899468286,True
-0.593977444485636,0.5620524581744927,False
-0.04004665235791305,0.11974910242650456,True
-0.454932560394805,0.034631374904381194,True
-0.05824490230754498,0.8027638561964352,False
0.6181768072066969,0.7300416490420983,False
0.6030811732174193,0.08228318201382187,True
0.07859497274503124,0.12813853205084558,True
0.9574320271258385,0.8976487002113255,False
-0.4581398617851764,0.7734932866787694,False
-0.5081368221160336,1.0018129600315522,False
0.2874076345036738,0.25542868880170816,True
0.3033626828817606,0.49057100352914657,True
-0.9208697157266055,0.23780135458370957,True
0.2745665273840918,0.6263341879872553,False
-0.22245098484659942,0.11606915165459812,True
0.5720525789327908,0.12796520802288364,True
0.7012650654814312,0.07229581579642484,True
0.1560876356351879,0.6975218032165155,False
-1.0163682829001754,0.49687616857309364,False
0.33545917565494743,0.6212365025091475,False
0.57511712568844,0.8842905981979876,False
-0.48966564292687476,0.7445294432284012,False
-0.030304017570119912,0.4643429427168895,False
1.0369977078671089,0.9899416692306209,False
-0.38501387127055975,0.45884510450120924,False
-0.5446835752810921,0.11308876918451617,True
-0.5708792962818384,0.9982875189981598,False
0.17024577717401201,0.022950225152601686,True
1.0030465257860537,0.5530038473680439,True
0.27650997519675546,0.3108494362229649,True
-0.37392175389378435,0.5064095335424359,False
0.34015362728367715,0.56188334244245,False
0.31091409388328706,0.24145830892447293,True
0.2514505391041635,0.5600186240340699,False
-0.6804221793279168,0.760351344517214,False
0.3316272826048374,0.26802213453091056,True
-0.10374971614411588,0.3856018665143705,False
-0.980398915132939,0.26976482345876307,False
0.1296983576241646,0.8252159578192848,False
1.0871381673152296,0.7290961362619413,True
-0.2750546715023151,0.8761399996099403,False
1.0366411350187419,0.17101483286160324,True
-0.8150817702586737,0.07399716228685947,True
0.5401187467973623,0.12006093982446946,True
-0.7764771113681608,0.16193202362976672,True
-0.43729254832726605,0.5361076126607224,False
0.19589097923612475,0.9764214643311971,False
0.2426207481704752,0.3592625318517214,True
0.6312001057087846,0.9639472785548612,False
0.2906132973944455,0.03841756356784624,True
0.2443993203305943,0.9321316946672898,False
0.9233120752868644,0.18218054908519737,True
-0.056897597794495214,0.9176527812542103,False
-0.5401838913795328,0.05654648997041057,True
-0.6753903138996675,0.9536000732635714,False
-0.16801150879576554,0.20193768443740634,True
0.49816336856257193,0.3044317964857934,True
-0.9293823770993112,0.4937281728839704,False
-0.745116286734965,0.382881263612791,False
-0.793978329979248,0.6713158247032869,False
0.22658282599960722,0.9803392671636193,False
-0.5026982943684029,0.6098676288366164,False
-0.6658674177180255,0.7255794437826013,False
0.2426016330526375,0.0885046318769322,True
0.6015901199135678,0.6313749205824785,True
-0.31251002795582494,0.4564251258350008,False
0.21157581009114979,0.890808687418491,False
-0.8109949998851498,0.39041398490546464,False
0.971956894874624,0.6833096739967827,True
-0.30241112527953395,0.22944837564550644,True
1.1046871264595577,0.26084433052352807,True
1.0643919199600358,0.37825671961387575,True
0.6388939470852784,0.3057889314640962,True
-0.9772570867831609,0.2553194626855764,False
0.13760158041869364,0.049950548589825935,True
-0.8350384244627755,0.8414944086731038,False
0.8866439952980292,0.06466640684376994,True
0.6619252181389681,0.8924008286541599,False
1.0510850021488047,0.1261773363997278,True
0.2758556902090641,0.06563206165900284,True
0.09222807355163987,0.5661995075064573,False
0.08541431316154546,0.5052928744244564,False
-0.1968649624122455,0.4940220558281036,False
-0.02169015680192976,0.5777643247487199,False
0.33342880207829606,0.2886854950604175,True
0.9671784040948701,0.6667111472798817,True
0.24923364048534613,0.5052530770025793,False
0.805656957135992,0.33664295270286526,True
0.8177212110743262,0.8311906053681122,False
0.08511359955679199,0.7318505147788932,False
-0.27988966361006606,0.3958438649484219,False
0.3422923501973325,0.8524275516907637,False
-0.07028126172138505,0.9254802114070658,False
-0.846530952604283,0.5399126889633532,False
-0.2152666160789164,0.21617218752402528,True
1.0973736540450618,0.9209887752085845,True
-0.9166697168440083,0.19055481311037492,True
0.4639005223489736,0.04869800169270234,True
0.7717319418017563,0.32934531819536583,True
0.36178617440255656,0.7310914801099667,False
0.19356373237780766,0.9285131608669248,False
0.4870909081647534,0.6409018936465718,False
-0.10549996955173346,0.9572397091415418,False
-0.8253994995320926,0.09289499317232053,True
1.0298518366662028,0.06109847371219903,True
-0.09919935993366236,0.6076204089849533,False
0.3972790751678774,0.9715985032199517,False
0.11169123057419883,0.5055739769067484,False
-0.9035463566878088,0.05180754661770229,True
1.0093502601141067,0.22247395072946563,True
0.6681042916235085,0.24618197202046352,True
-0.7024214847801888,0.33977428320916525,False
1.0709121064940081,0.043850808894709783,True
0.5495999227257378,0.9100274707190125,False
-0.013954884587702221,0.5184894875941145,False
0.2822182204718908,0.6747379575540463,False
-0.7926508673089073,0.06755400593567562,True
0.1736765163332512,0.054422543429771666,True
-0.8631019166036635,0.589795655280018,False
0.14054169766411295,0.8923309291520516,False
0.15724181706473295,0.5314808467226073,False
0.8425546123923844,0.8828003153556635,False
0.5243724755799861,0.8155932041307818,False
-0.4884534045817943,0.07628421446369314,True
0.8723476828601351,0.2031034723861521,True
0.20100687612625223,0.6614428167969555,False
0.27158828936269175,0.446018009870474,True
-0.6600696835567602,0.2923493757945333,False
0.8070577594142125,0.4210093737821757,True
0.9629556949852387,0.44772591030708325,True
0.6307300834241543,0.9157191358895147,False
0.9838027241338629,0.10404535277292275,True
-0.3761012042194034,0.28131806551163635,False
0.8141838286127023,0.5406152023473235,True
0.021342394299771472,0.702249322298797,False
-0.6708563577301642,0.6342158100036492,False
0.4045452759411443,0.9469860442818997,False
0.43717617660352204,0.8001235694978461,False
-0.40885078569825006,0.5602379477911296,False
-0.9614392036332758,0.21590089830903827,True
-0.5943253381477501,0.4534326955998071,False
-0.16847382345462136,0.6973168084774776,False
-0.6630909994424801,0.8427171509999835,False
-0.6067162102496431,0.9651822015891385,False
-0.18633788486576597,0.60888837881568,False
1.0286054884772335,0.5299093459777767,True
0.6078386878182909,0.017792315090214266,True
-0.33893590538741847,0.07250819185946623,True
1.0069166667965077,0.15699080795810652,True
0.3552276675111006,0.05507066379231905,True
-0.049892256916501565,0.4031379180240373,False
-0.022520576225536826,0.33879014628313325,True
-0.1451142835106154,0.640970793463214,False
-0.5237269280771485,0.5387047138924111,False
-0.19647343058480693,0.5993525668731726,False
0.10441929801242611,0.4746554149348854,False
0.10469825705537072,0.2793131546806231,True
0.6024996017126631,0.9582320764889247,False
-0.25576056425483906,0.08689948439213364,True
0.5067798024174186,0.9442186914029889,False
0.21133561657729816,0.31300415223151884,True
1.0287307116421571,0.5155705181465647,True
-0.19934310754761697,0.1094599433672436,True
0.8995910688754831,0.07133356331590339,True
0.7279686257453564,0.4319828837619777,True
0.338224926175543,0.745906102562577,False
0.3741158141607095,0.2708932750572673,True
-0.8396956392883452,0.5655389050551457,False
1.0039784099140108,0.28023152851320393,True
-0.7922261847540655,0.3908182270652341,False
0.17968694762367,0.9115899046255979,False
-0.316949195043301,0.8606960463949969,False
-0.10441528624261576,0.518945660214291,False
